PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Pitcher, Kristopher A.; Soluk, Daniel A.								Inter-patch connectivity and intra-patch structure differentially alter prey consumption by multiple predators								ECOSPHERE				7	11					e01598	10.1002/ecs2.1598				NOV 2016	2016	Structural habitat complexity (SHC) and functional habitat connectivity (FHC) have important effects on predator-prey interactions and exert a strong influence on community structure/dynamics in terrestrial and aquatic ecosystems. Although these factors vary simultaneously in most systems, their interactive effects are poorly understood. Using artificial pond mesocosms and multiple prey types, we manipulated plant density (SHC: low, high) and inter-patch distance (FHC: short, long) in a full factorial design to test for potential interactive effects of these factors on competition and predation by a dragonfly larva (Anax junius) and fish predator (Lepomis cyanallus). When inter-patch distances (FHC) were short, A. junius consumed more amphipods (36% +/- 4.6%) compared with long treatments (19% +/- 4.8%). We detected no significant effects of plant density (SHC) on prey consumption by A. junius. There were significant interactive effects of FHC and SHC on Lepomis cyanellus consumption of amphipods and damselflies. The most counterintuitive of these effects was that sunfish consumed more larval damselflies at high plant density (64% +/- 6.0%) than at low plant density (38% +/- 8.6%) but only in short connection treatments. This interactive effect of SHC and FHC on damselfly predation by L. cyanellus was likely because damselflies exhibited riskier behavior at higher SHC. Prey consumption with both predators present was additive, but no significant effect of either SHC or FHC on interspecific predation was detected, suggesting compensatory foraging responses. Structural habitat complexity and FHC interactively influence predator foraging behavior in complex, non-intuitive ways that are highly dependent on the predator/prey combination in question. Structural habitat complexity and FHC are currently being influenced by anthropogenic factors in multiple ways (e.g., habitat loss, global climate change), and being able to predict the responses of biotic communities to these changes should be an important consideration in restoration and conservation efforts.									2	0	0	0	2	0	2			2150-8925			WOS:000392207600024		
J	Jasienski, Michal					Jasienski, Michal/0000-0003-2224-6389			COGRADIENT PLASTICITY OF GROWTH IN MONTANE AND LOWLAND LARVAE OF RANA TEMPORARIA (L.) AT TWO LEVELS OF TEMPERATURE								POLISH JOURNAL OF ECOLOGY				57	2			353	361						2009	2009	Direct environmental impact and microevolutionary pressure may both shape the phenotype by acting synergistically (cogradient) or antagonistically (countergradient). An experimental approach is therefore needed to determine which environmental challenges are responsible for the observed inter-population variation in a phenotypic trait and if such variation is adaptive. Rana temporaria L. larvae were reared in a factorial experiment, with two temperature regimes (differential of 6 degrees C) and larvae originating from two source populations in Poland: a montane pond in the Babia Gora. National Park (elevation 1025 m) and a lowland swamp near Warszawa (elevation 100 in). Populations did not differ in early larval growth rates or in the length of the larval period. In both populations, the early rates of development were higher and the larval period was expectably and substantially shorter at higher temperature. The montane larvae were heavier at metamorphosis than the lowland larvae, but significantly so only at the low temperature treatment. The observed patterns of responses partially conform to the cogradient model of phenotypic variation, in which both environmental and selective effects are mutually enhancing the differentiation of populations.									1	0	0	0	1	0	1			1505-2249			WOS:000267250200014		
J	Traugott, MS; Stamp, NE				Stamp, Nancy E/C-3806-2011				Effects of chlorogenic acid- and tomatine-fed caterpillars on performance of an insect predator								OECOLOGIA				109	2			265	272		10.1007/s004420050082				JAN 1997	1997	Two diet experiments addressed the effects of allelochemical-fed prey (Manduca sexta caterpillars), temperature, and gender on performance of the insect predator, Podisus maculiventris. Two of the major allelochemicals in tomato were used: chlorogenic acid and tomatine. Predator performance was negatively affected by both chlorogenic acid-fed and tomatine fed-prey, and there were allelochemical by thermal regime interactions for both. Relative consumption rate and growth rate decreased at the higher levels of tomatine at the warmer thermal regime (summer conditions) but were unaffected at the cooler thermal regime (spring conditions). At the cooler thermal regime, stadium duration was prolonged when the predators were given chlorogenic acid-fed prey, but at the warmer thermal regime there was no such effect. There were several effects of gender: biomass gained, food consumed, relative growth rate and efficiency of conversion of ingested food to biomass were higher for females than males. Furthermore, the effects of thermal regime and tomatine on food consumption and biomass gained differed for females and males. In general, the hypothesis that generalist insect predators may be a selective pressure shaping host plant range of insect herbivores was supported by these results. But the occurrence of allelochemical by thermal regime interactions means that it will be difficult to determine the relative importance of plant chemistry versus predators on patterns of feeding specialization by herbivores without taking into account a third factor, temperature.									21	1	0	0	19	3	22			0029-8549			WOS:A1997WE99300011	28307178	
J	FUIMAN, LA; BATTY, RS				Fuiman, Lee A/L-9514-2017	Fuiman, Lee A/0000-0003-2667-2684			SUSCEPTIBILITY OF ATLANTIC HERRING AND PLAICE LARVAE TO PREDATION BY JUVENILE COD AND HERRING AT 2 CONSTANT TEMPERATURES								JOURNAL OF FISH BIOLOGY				44	1			23	34		10.1111/j.1095-8649.1994.tb01582.x				JAN 1994	1994										20	0	0	0	19	0	20			0022-1112			WOS:A1994MV98300003		
J	Iftikhar, Ayesha; Aziz, Muhammad Asif; Naeem, Muhammad; Ahmad, Munir; Mukhtar, Tariq				Mukhtar, Tariq/D-3201-2011	Mukhtar, Tariq/0000-0002-0379-3320; Aziz, Asif/0000-0001-9736-2902; Iftikhar, Ayesha/0000-0001-9649-8218			Effect of Temperature on Demography and Predation Rate of Menochilus sexmaculatus (Coleoptera: Coccinellidae) Reared on Phenacoccus solenopsis (Hemiptera: Pseudococcidae)								PAKISTAN JOURNAL OF ZOOLOGY				50	5			1885	1893		10.17582/journal.pjz/2018.50.5.1885.1893				OCT 2018	2018	Zigzag beetle, Menochilus sexmaculatus Fabricius (Coleoptera: Coccinellidae) is an important predator of cotton mealy bug, Phenacoccus solenopsis Tinsley (Hemiptera: Pseudococcidae). Understanding the effect of temperature variations on its demography and predation rate is necessary to predict the population dynamics of this beetle against cotton mealy bug. Age-stage, two sex life tables of zigzag beetle were constructed at three different temperature regimes: 24 +/- 0.5 degrees C and 27 +/- 0.5 degrees C with 60-70% R.H. and ambient condition (32 +/- 4 degrees C; 16-50% R.H.) with 14:10 h (L:D) photoperiod using cotton mealy bug as a host. According to the results, the immature duration and adult longevity were comparatively longer at lower temperature (24 +/- 0.5 degrees C) and shorter at higher temperatures. Among population dynamic parameters, net reproductive rate (R-0) was 216.52, 105.99 and 27.07 off-springs per individual, intrinsic rate of increase (r) was 0.1543, 0.1600 and 0.1518 off-springs per female per day at 27 +/- 0.5, 24 +/- 0.5, and 32 +/- 4.0 degrees C, respectively. Survival rate (s(xj)) and age-stage specific fecundity (f(x7)) were greater at 24 +/- 0.5 degrees C. Among immature stages, 4th instar was the most voracious with highest predation rate. Adult females consumed more cotton mealy bug nymphs at 24 +/- 0.5 degrees C. Net predation rate (C-0) of the beetle was 5548, 4463.2 and 2016.90 at 24 +/- 0.5 degrees C, 27 +/- 0.5 degrees C and 32 +/- 4 degrees C, respectively. The values of transformational rate (Q(p)) exhibited that 25.62, 42.11 and 74.50 nymphs of P. solenopsis were required per female beetle to lay one egg at 24 +/- 0.5 degrees C, 27 +/- 0.5 degrees C and 32 +/- 4 degrees C, respectively. Finite predation rate (omega) was more (7.64) at 24 +/- 0.5 degrees C followed by 27 +/- 0.5 degrees C (6.56) and the lowest at 32 +/- 4 degrees C (0.66). Adult beetles proved strong natural enemies of P. solenopsis. Our study provides detailed basic information for successful rearing of M. sexmaculatus in the laboratory and use as a bio-control agent against cotton mealy bug in the field at different temperature conditions.									10	0	0	0	8	0	10			0030-9923			WOS:000447592500035		
J	Stuart-Smith, R. D.; Barmuta, L. A.; White, R. W. G.				Stuart-Smith, Rick/I-5214-2019; Stuart-Smith, Rick D/M-1829-2013; Barmuta, Leon/J-2413-2013	Stuart-Smith, Rick/0000-0002-8874-0083; Stuart-Smith, Rick D/0000-0002-8874-0083; Barmuta, Leon/0000-0002-8946-3727			Nocturnal and diurnal feeding by Galaxias auratus, a lentic galaxiid fish								ECOLOGY OF FRESHWATER FISH				15	4			521	531		10.1111/j.1600-0633.2006.00192.x				DEC 2006	2006	We examined the diel feeding pattern, gastric evacuation and daily ration of a lentic, endemic Tasmanian galaxiid fish, Galaxias auratus. Analysis of stomach contents and consumption estimates based on collections of fish every 3 h over three 24-h periods in summer 2002/2003 revealed that feeding always occurred during both day and night, with no obvious peaks. We also estimated the gastric evacuation rate of G. auratus in a laboratory experiment using the two prey species found to be dominant in stomachs of field-sampled fish. The relationship was best described by an exponential model, with rate parameters (R) of 0.104 and 0.081 for the evacuation of the amphipod, Austrochiltonia australis, and the cladoceran, Daphnia carinata, at water temperatures of 11.5 and 16.5 degrees C, respectively. Daily ration of G. auratus in summer was estimated to be approximately 3% (dry body weight) using the models of Elliot & Persson and Eggers. Galaxias auratus appears to be unusual in that its feeding pattern cannot be classified as nocturnal, diurnal or crepuscular, but its gastric evacuation and daily ration estimates are still similar to other comparable Northern Hemisphere freshwater fishes.									8	0	0	0	7	0	8			0906-6691	1600-0633		WOS:000242804200018		
J	Miyoshi, Koji; Kuwahara, Yasuhiro; Chiba, Susumu				Chiba, Susumu/D-1697-2017	Chiba, Susumu/0000-0003-1545-1552			Interactions between predatory sea stars (Asterias amurensis and Distolasterias nipon) and Japanese scallops (Mizuhopecten yessoensis) and implications for scallop seeding in mariculture								AQUACULTURE RESEARCH				50	9			2419	2428		10.1111/are.14195				SEP 2019	2019	Sea stars are a key group of species in benthic marine ecosystems and represent the primary cause of mortality for cultured scallops. In the mariculture grounds of Japanese scallops (Mizuhopecten yessoensis) in north-eastern Japan, two sea star species, Asterias amurensis (AA) and Distolasterias nipon (DN), are serious predators. However, the predatory impact of these sea stars on scallops remains unquantified, with limited information being available on the biological characteristics of DN. We compared the predatory impact of both sea star species by evaluating their predatory behaviour (i.e. probability of predation and number of captured scallops) on scallops in laboratory experiments. Both sea star species preferred smaller scallops over large ones, with the probability of predation and the number of scallops being preyed on increasing with increasing water temperature. However, DN had a greater predation impact than AA. For instance, the probability of predation by DN was higher, with more scallops being consumed. In particular, compared to AA, DN continuously captured small scallops and fed on larger scallops. Furthermore, the predatory impact of both sea star species (particularly DN) on small scallops peaked at high temperatures. In conclusion, our results present information that could help improve the survival rate of seeded scallops in mariculture systems.									0	0	0	0	0	0	0			1355-557X	1365-2109		WOS:000479275500013		
J	Aberle, N.; Bauer, B.; Lewandowska, A.; Gaedke, U.; Sommer, U.				Bauer, Barbara/AAH-2454-2019; Aberle, Nicole/C-7366-2014; Lewandowska, Aleksandra/AAZ-4374-2020	Aberle, Nicole/0000-0003-3254-5710; Lewandowska, Aleksandra/0000-0003-2925-4509; Bauer, Barbara/0000-0003-2688-2788			Warming induces shifts in microzooplankton phenology and reduces time-lags between phytoplankton and protozoan production								MARINE BIOLOGY				159	11	SI		2441	2453		10.1007/s00227-012-1947-0				NOV 2012	2012	Indoor mesocosm experiments were conducted to test for potential climate change effects on the spring succession of Baltic Sea plankton. Two different temperature (Delta 0 A degrees C and Delta 6 A degrees C) and three light scenarios (62, 57 and 49 % of the natural surface light intensity on sunny days), mimicking increasing cloudiness as predicted for warmer winters in the Baltic Sea region, were simulated. By combining experimental and modeling approaches, we were able to test for a potential dietary mismatch between phytoplankton and zooplankton. Two general predator-prey models, one representing the community as a tri-trophic food chain and one as a 5-guild food web were applied to test for the consequences of different temperature sensitivities of heterotrophic components of the plankton. During the experiments, we observed reduced time-lags between the peaks of phytoplankton and protozoan biomass in response to warming. Microzooplankton peak biomass was reached by 2.5 day A degrees C-1 earlier and occurred almost synchronously with biomass peaks of phytoplankton in the warm mesocosms (Delta 6 A degrees C). The peak magnitudes of microzooplankton biomass remained unaffected by temperature, and growth rates of microzooplankton were higher at Delta 6 A degrees C (mu(a dagger 0 A degrees C) = 0.12 day(-1) and mu(a dagger 6 A degrees C) = 0.25 day(-1)). Furthermore, warming induced a shift in microzooplankton phenology leading to a faster species turnover and a shorter window of microzooplankton occurrence. Moderate differences in the light levels had no significant effect on the time-lags between autotrophic and heterotrophic biomass and on the timing, biomass maxima and growth rate of microzooplankton biomass. Both models predicted reduced time-lags between the biomass peaks of phytoplankton and its predators (both microzooplankton and copepods) with warming. The reduction of time-lags increased with increasing Q(10) values of copepods and protozoans in the tritrophic food chain. Indirect trophic effects modified this pattern in the 5-guild food web. Our study shows that instead of a mismatch, warming might lead to a stronger match between protist grazers and their prey altering in turn the transfer of matter and energy toward higher trophic levels.									37	3	0	0	35	0	39			0025-3162	1432-1793		WOS:000310586900008		
J	UYE, S; ICHINO, S								SEASONAL-VARIATIONS IN ABUNDANCE, SIZE COMPOSITION, BIOMASS AND PRODUCTION-RATE OF OIKOPLEURA-DIOICA (FOL) (TUNICATA, APPENDICULARIA) IN A TEMPERATE EUTROPHIC INLET								JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY				189	1-2			1	11		10.1016/0022-0981(95)00004-B				JUN 28 1995	1995	The seasonal variations in abundance, size composition, biomass and production rate of the appendicularian Oikopleura dioica Fol were investigated in a eutrophic inlet of the Inland Sea of Japan. It occurred throughout the year, being least abundant in early spring and mid-summer, and most abundant in early summer. The mid-summer decline of the population might be attributed to predation by the lobate ctenophore Bolinopsis mikado Moser. The composition of mature specimens, for which the sex was identified, varied at short intervals and did not show any seasonal trend (annual mean: 7.7%). Mean trunk length of mature animals was correlated negatively to water temperature. Change in population biomass showed a similar seasonal pattern observed in numerical abundance. The instantaneous growth rate of O. dioica was calculated from body carbon weights of newly hatched and mature specimens and the time from hatching to spawning. Estimated annual production rate was 953 mg C . m(-3)yr(-1) (= 7.15 g C . m(-2). yr(-1)), 62% of which was attained between May and July. Another appendicularian species, Fritillaria haplostoma Fol, occurred only in early fall, at much lower densities than O. dioica.									65	2	0	0	52	3	69			0022-0981			WOS:A1995RH87400001		
J	Shipp, JL; Ward, KI; Gillespie, TJ								Influence of temperature and vapor pressure deficit on the rate of predation by the predatory mite, Amblyseius cucumeris, on Frankliniella occidentalis								ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA				78	1			31	38		10.1111/j.1570-7458.1996.tb00762.x				JAN 1996	1996	The influence of temperature and vapor pressure deficit (VPD) on the rate of predation by the predatory mite, Amblyseius cucumeris (Oudemans) on Frankliniella occidentalis (Pergande) was determined under controlled laboratory conditions. The survival of first instars of F. occidentalis was initially determined by themselves. Then the number of first instars that were killed by a single female adult of A. cucumeris was determined for the same density of thrips. The differences in the mortality between the two experiments were used to calculate the rate of predation by A. cucumeris under a range of temperature and VPD regimes. Rate of predation was expressed as the number of thrips killed per h to account for the different time periods that the trials lasted. A quadratic model was fitted to the data. At a constant temperature, the rate of predation decreased with increasing VPD for VPDs less than or equal to 1.24 to 1.44 kPa. Above these VPDs, the rate of predation started to increase again. At a constant VPD, the rate of predation decreased slightly at the lower temperatures and increased at the higher temperatures. The rate of change was dependent upon the VPD. By using the quadratic model, the rate of predation can be predicted for the range of hygrothermal conditions that would be encountered in the greenhouse. The optimal condition for maximum rate of predation by A. cucumeris on first instars of F. occidentalis in the greenhouse is a VPD less than or equal to 0.75 kPa at the recommended production temperatures and VPDs (17 to 25 degrees C and less than or equal to 1.5 kPa).									33	2	0	0	32	0	39			0013-8703			WOS:A1996TU20800004		
J	Coll, Marta; Navarro, Joan; Olson, Robert J.; Christensen, Villy				Gonzalez-Solis, Jacob/AAB-1161-2019; Navarro, Joan/C-2119-2009; Coll, Marta/A-9488-2012	Navarro, Joan/0000-0002-5756-9543; Coll, Marta/0000-0001-6235-5868			Assessing the trophic position and ecological role of squids in marine ecosystems by means of food-web models								DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY				95				21	36		10.1016/j.dsr2.2012.08.020				OCT 15 2013	2013	We synthesized available information from ecological models at local and regional scales to obtain a global picture of the trophic position and ecological role of squids in marine ecosystems. First, static food-web models were used to analyze basic ecological parameters and indicators of squids: biomass, production, consumption, trophic level, omnivory index, predation mortality diet, and the ecological role. In addition, we developed various dynamic temporal simulations using two food-web models that included squids in their parameterization, and we investigated potential impacts of fishing pressure and environmental conditions for squid populations and, consequently, for marine food webs. Our results showed that squids occupy a large range of trophic levels in marine food webs and show a large trophic width, reflecting the versatility in their feeding behaviors and dietary habits. Models illustrated that squids are abundant organisms in marine ecosystems, and have high growth and consumption rates, but these parameters are highly variable because squids are adapted to a large variety of environmental conditions. Results also show that squids can have a large trophic impact on other elements of the food web, and top-down control from squids to their prey can be high. In addition, some squid species are important prey of apical predators and may be keystone species in marine food webs. In fact, we found strong interrelationships between neritic squids and the populations of their prey and predators in coastal and shelf areas, while the role of squids in open ocean and upwelling ecosystems appeared more constrained to a bottom-up impact on their predators. Therefore, large removals of squids will likely have large-scale effects on marine ecosystems. In addition, simulations confirm that squids are able to benefit from a general increase in fishing pressure, mainly due to predation release, and quickly respond to changes triggered by the environment. Squids may thus be very sensitive to the effects of fishing and climate change. (C) 2012 Elsevier Ltd. All rights reserved.									60	1	0	0	46	0	60			0967-0645	1879-0100		WOS:000328592400004		
J	SLOANE, RD								DISTRIBUTION, ABUNDANCE, GROWTH AND FOOD OF FRESH-WATER EELS (ANGUILLA SPP) IN THE DOUGLAS RIVER, TASMANIA								AUSTRALIAN JOURNAL OF MARINE AND FRESHWATER RESEARCH				35	3			325	339						1984	1984										28	0	0	0	30	0	31			0067-1940			WOS:A1984ST19500005		
J	Moenickes, Sylvia; Frassl, Marieke; Schlief, Jeanette; Kupisch, Moritz; Mutz, Michael; Suhling, Frank; Richter, Otto				Frassl, Marieke Anna/D-8494-2018; Suhling, Frank/AAB-8460-2019	Frassl, Marieke Anna/0000-0001-8843-8477; Suhling, Frank/0000-0003-2922-0261			Temporal patterns of populations in a warming world: a modelling framework								MARINE BIOLOGY				159	11	SI		2605	2620		10.1007/s00227-012-1996-4				NOV 2012	2012	In this paper, we present an approach for describing the environmentally induced temporal pattern of structured populations by partial integro-differential equations. Populations are structured according to size or stage. Growth, energy allocation and stage transitions are affected by environmental conditions of which temperature, photoperiod, water depth and food supply were taken into account. The resulting modelling framework was applied to describe, analyse and predict alterations in populations with continuous development, populations with distinct state structures and interacting populations. Our exemplary applications consider populations of freshwater Amphipoda, Isopoda and Odonata. The model was capable of simulating life cycle alterations in dependence on temperature in interaction with other environmental factors: (1) population dynamics, (2) seasonal regulation, (3) water depth-dependent dispersal, (4) intraguild predation and (5) consumer-resource dynamics.									4	0	0	0	5	0	5			0025-3162	1432-1793		WOS:000310586900019		
J	Dupont, Sam; Lundve, Bengt; Thorndyke, Mike				Dupont, Sam T/F-5527-2013				Near Future Ocean Acidification Increases Growth Rate of the Lecithotrophic Larvae and Juveniles of the Sea Star Crossaster papposus								JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION				314B	5			382	389		10.1002/jezmde.21342				JUL 15 2010	2010	Ocean acidification (OA) is believed to be a major threat for near-future marine ecosystems, and that the most sensitive organisms will be calcifying organisms and the free-living larval stages produced by most benthic marine species. In this respect, echinoderms are one of the taxa most at risk. Earlier research on the impact of near-future OA on echinoderm larval stages showed negative effects, such as a decreased growth rate, increased mortality, and developmental abnormalities. However, all the long-term studies were performed on planktotrophic larvae while alternative life-history strategies, such as nonfeeding lecithotrophy, were largely ignored. Here, we show that lecithotrophic echinoderm larvae and juveniles are positively impacted by ocean acidification. When cultured at low pH, larvae and juveniles of the sea star Crossaster papposus grow faster with no visible affects on survival or skeletogenesis. This suggests that in future oceans, lecithotrophic species may be better adapted to deal with the threat of OA compared with planktotrophic ones with potentially important consequences at the ecosystem level. For example, an increase in populations of the top predator C. papposus will likely have huge consequences for community structure. Our results also highlight the importance of taking varying life-history strategies into account when assessing the impacts of climate change, an approach that also provides insight into understanding the evolution of life-history strategies. J. Exp. Zool. (Mol. Dev. Evol) 314B:382-389, 2010. (C) 2010 Wiley-Liss, Inc.									88	1	0	0	84	0	89			1552-5007	1552-5015		WOS:000279024100005	20309996	
J	VanDeValk, Anthony J.; Forney, John L.; Brooking, Thomas E.; Jackson, James R.; Rudstam, Lars G.								First-Year Density and Growth as They Relate to Recruitment of White Perch to the Adult Stock in Oneida Lake, New York, 1968-2011								TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY				145	2			416	426		10.1080/00028487.2015.1131743				2016	2016	Recruitment of fish to the adult stock is often determined early in life, and identifying relationships between first-year abundance and subsequent recruitment has significant implications for monitoring and management. Despite the importance of White Perch Morone americana as both predator and prey in systems where they are abundant, relatively little has been published on their early life history, and their recruitment patterns are generally not well understood. We use data over a period of 44 years to investigate factors related to first-year density and growth of White Perch and their recruitment to the adult stock in Oneida Lake, New York. Simple linear regression was used to examine the relationships between select physical and biological factors and first-year density and growth of White Perch estimated from Miller high-speed sampler and trawl surveys and estimates of year-class recruitment to the adult stock determined from gill-net surveys. Akaike's information criterion corrected for small sample size was then used to compare different model structures for predicting age-0 White Perch density and growth and recruitment to the adult stock. Year-classes that were dense at the larval stage tended to have higher densities as juveniles and higher recruitment to the adult stock. Year-classes with higher first-year densities grew slower and experienced higher mortality, but mortality did not compensate for the higher initial densities. The model that best explained White Perch recruitment to the adult stock was composed of larval density and predator biomass, indicating White Perch year-class strength is at least partly determined at the larval stage or earlier in Oneida Lake, and later interactions serve largely to modify initial differences.									2	0	0	0	2	0	2			0002-8487	1548-8659		WOS:000374323600017		
J	Gaston, Anthony J.; Smith, Paul A.; Provencher, Jennifer F.				Provencher, Jennifer F/J-2839-2016	Provencher, Jennifer F/0000-0002-4972-2034			Discontinuous change in ice cover in Hudson Bay in the 1990s and some consequences for marine birds and their prey								ICES JOURNAL OF MARINE SCIENCE				69	7			1218	1225		10.1093/icesjms/fss040				SEP 2012	2012	Arctic ice cover has changed strikingly since the mid-1990s, with the minimum ice extent in the northern hemisphere diminishing by 8.5% per decade since 1981. In the Canadian Arctic, ice cover in June and November showed a step change in the mid-1990s, with little reduction before that. There was a similar step change in northern Hudson Bay. A long-term dataset on marine birds at Coats Island, Nunavut, revealed that many changes in seabird biology also exhibited an abrupt change at, or soon after, the change in ice conditions. This applied to their diet that switched in the 1990s from one dominated by Arctic cod, Boreogadus saida, to one dominated by capelin, Mallotus villosus. Evidence from the proportion of Arctic cod in adult diets suggested that the length of the open-water season may be a good predictor of the switch between Arctic cod and capelin. Other changes, in nestling growth and population trend, may relate to the same ecosystem changes that led to the switch in diet. Abrupt changes, as in the breeding biology of murres at Coats Island, would seem to be characteristic of ecosystem alterations driven by climate change.									26	0	0	0	22	0	28			1054-3139	1095-9289		WOS:000308012000011		
J	Jackson, Casey A. L.; Zydlewski, Joseph								Summer Movements of Sub-Adult Brook Trout, Landlocked Atlantic Salmon, and Smallmouth Bass in the Rapid River, Maine								JOURNAL OF FRESHWATER ECOLOGY				24	4			567	580		10.1080/02705060.2009.9664334				DEC 2009	2009	Summer movement patterns and spatial overlap of native sub-adult brook trout (Salvelinus fontinalis), non-native landlocked Atlantic salmon (Salmo salar), and non-native smallmouth bass (Micropterus dolomieu) in the Rapid River, Maine, were investigated with radio telemetry in 2005. Fishes were captured by angling, surgically implanted with radio transmitters, and tracked actively from June through September. Most brook trout (96%) and landlocked salmon (72%) displayed long distance movements (>1 km) to open water bodies (28 June to 4 July) followed by periods of time spent in presumed thermal refugia (5 July to 16 September). Summer water temperature rose above 25 degrees C, near the reported lethal limits for these coldwater species. In contrast, the majority of smallmouth bass (68%), a warmwater species, did not make long distance movements from areas of initial capture, remaining in mainstem sections of the river (28 June to 16 September). Spatial overlap of smallmouth bass and brook trout in the summer is unlikely because brook trout presumably move to thermal refugia during this time. However, interspecific competition between brook trout and landlocked salmon may occur since they select similar habitats June through September.									4	0	0	0	4	0	4			0270-5060	2156-6941		WOS:000271835100007		
J	Ramos-Rodriguez, Eloisa; Moreno, Emilio; Maria Conde-Porcuna, Jose				Ramos-Rodriguez, Eloisa/K-2819-2014; Conde-Porcuna, Jose M./L-9665-2014; Moreno, Emilio/G-9877-2016	Ramos-Rodriguez, Eloisa/0000-0003-2440-0765; Conde-Porcuna, Jose M./0000-0002-5074-2796; Moreno, Emilio/0000-0001-6027-7333			Intraspecific variation in sensitivity to food availability and temperature-induced phenotypic plasticity in the rotifer Keratella cochlearis								JOURNAL OF EXPERIMENTAL BIOLOGY				223	7					jeb209676	10.1242/jeb.209676				APR 2020	2020	Organisms with wide environmentally induced morphological plasticity and cosmopolitan distribution, e.g. the common freshwater rotifer Keratella cochlearis, are ideal models to study the evolution of plastic polymorphisms and the capacity of zooplankton to adapt to local selection conditions. We investigated population-level differences (population-by-environment interaction) in sensitivity to food availability and temperature-induced phenotypic plasticity between two clones of K. cochlearis isolated from neighboring populations in Ruidera Natural Park (Spain) with different trophic statuses: Tinaja lake (mesotrophic) and Cueva Morenilla lake (eutrophic). Using common-garden experiments, each clone proved to have a different sensitivity to food availability, with substantial phenotypic differences between them. When rotifers grew at moderate temperature (15.6 degrees C), low food levels were more efficiently used by the Tinaja versus Cueva Morenilla clone, whereas high food levels were more efficiently used by the Cueva Morenilla versus Tinaja clone. The posterior spine was much longer and the lorica wider in the Tinaja versus Cueva Morenilla clone, with no difference in lorica length. Phylogenetic analysis based on cytochrome c oxidase subunit I (COI) gene sequences showed that the two populations have the same haplotype. This is the first study to show possible local adaptation by a rotifer species to habitats that consistently differ in food availability. We also detected an intriguing deviation from the expected negative relationship between posterior spine length and temperature. Our experimental results indicate that intermediate temperatures may activate the gene responsible for spine elongation in K. cochlearis. This suggests that rotifers in nature could use water temperature as proxy signal of a change in predation risk before defense is needed.									0	0	0	0	0	0	0			0022-0949	1477-9145		WOS:000541832400004	32107306	
J	Moore, MV; Folt, CL; Stemberger, RS								Consequences of elevated temperatures for zooplankton assemblages in temperate lakes								ARCHIV FUR HYDROBIOLOGIE				135	3			289	319						JAN 1996	1996	This paper is a review of direct and indirect effects of elevated temperatures (greater than or equal to 25 degrees C) on freshwater zooplankton in temperate latitudes. Effects of temperature on aspects of behavior, individual growth, development and reproduction, and population dynamics are compared across zooplankton taxa. Thermal responses vary markedly among co-occurring species and among clones within parthenogenetic species. There is strong evidence that elevated temperature can produce a reduction in body size within zooplankton populations. Also, some zooplankton assemblages become increasingly dominated by smaller bodied forms under warm conditions. We hypothesize that certain cold-water zooplankton species show the greatest risk of local extinction during late summer heating events because of their dependence on thermal refugia, and their lack of diapausing or dispersal stages.Indirect effects of elevated temperature mediated by changes in the algal food supply or by altered interspecific interactions are also explored. Elevated temperature can change algal community structure and algal food quality, all of which can affect the outcome of zooplankton interspecific competition. Size-selective predation rates of planktivorous fish are also likely to increase with increasing temperature or when zooplankton are driven from the hypolimnion. The onset of fish feeding is also likely to begin earlier in the season thus reducing the time that large zooplankton are present during the ice-free season. Reductions in the size structure of zooplankton assemblages are likely to alter water clarity, nutrient regeneration and fish abundances.									151	7	0	0	139	2	160			0003-9136			WOS:A1996TT86100001		
