PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Conti, Barbara				Conti, Barbara/H-6373-2019	Conti, Barbara/0000-0002-7861-1536			Notes on the presence of Aeolothrips intermedius in northwestern Tuscany and on its development under laboratory conditions								BULLETIN OF INSECTOLOGY				62	1			107	112						JUN 2009	2009	Data obtained in 2005 and 2006 both front captures with yellow sticky traps and from periodic direct samplings oil flowers showed that Aeolothrips intermedius Bagnall (Thysanoptera Aeolothripidae) is. among its congenera, the species most frequently present ill phytocenoces of northwestern Tuscany. It shows a predatory behaviour, and completes in Tuscany 3-4 generations a year, with 3 peaks of presences, in June, in July and in August.During 2006, by rearing this species under laboratory conditions (mean temperature in May 23 +/- 2 degrees C and in June 27 +/- 2 degrees C and natural photoperiod) it was Found that the duration of embryonic development was 6.8 and 3.7 days respectively in May and in June; duration of the first larval instar was 3.2 days in May and 2.4 in June: duration of the second larval instar was 5.4 and 4.1 days and finally, duration of the pre-pupa and pupa was totally 6.2 days in May and 5.6 in June. Life Cycle duration (egg-adult) takes 21.6 +/- 2.2 days in May and 15.7 +/- 1.6 days in June.									8	0	0	0	8	0	9			1721-8861			WOS:000266515200017		
J	Hanslin, HM; Karlsson, PS				Hanslin, Hans Martin/E-3048-2016; Karlsson, Staffan/J-3082-2012	Hanslin, Hans Martin/0000-0002-3224-2368; Karlsson, Staffan/0000-0002-5739-5213			Nitrogen uptake from prey and substrate as affected by prey capture level and plant reproductive status in four carnivorous plant species								OECOLOGIA				106	3			370	375		10.1007/BF00334564				MAY 1996	1996	Uptake of nitrogen from prey and substrate and partitioning of prey-derived nitrogen were studied in the carnivorous plant species Pinguicula alpina, P. villosa, P. vulgaris and Drosera rotundifolia in a subarctic environment. Efficiency in nitrogen uptake from prey was evaluated by tracing N-15 from N-15-enriched Drosophila flies fed to the plants. The in situ uptake efficiency differed somewhat between species and ranged from 29 to 41% of prey N. This efficiency was not affected by different feeding levels or plant reproductive status (flowering or non-flowering). A test of the amount of N absorbed from prey caught on flower stalks of Pinguicula villosa and P, vulgaris showed that both species took up little of what was available in prey (2.5% or less). The uptake efficiency found in greenhouse grown plants was higher than in plants in situ (40-50% vs. 30-40% respectively). This could probably best be explained by the absence of rain and a higher temperature in the greenhouse. The prey-derived N-15 was traced to reproductive organs and winter buds, Non-flowering individuals allocated 58-97% of the N derived from prey to their winter buds. Flowering individuals allocated 17-43% of the N income from prey to reproduction, while 34-71% were allocated to buds. Root uptake of nitrogen was stimulated by increased prey capture, This increase in uptake of nitrogen from the substrate was larger than the potential direct uptake of nitrogen from captured prey.									41	0	1	0	39	0	42			0029-8549			WOS:A1996UP60000010	28307324	
S	Hoye, Toke T.; Forchhammer, Mads C.				Forchhammer, Mads/I-7474-2013; Hoye, Toke Thomas/A-7701-2008	Hoye, Toke Thomas/0000-0001-5387-3284	Meltofte, H; Christensen, TR; Elberling, B; Forchhammer, MC; Rasch, M		Phenology of high-arctic arthropods: Effects of climate on spatial, seasonal, and inter-annual variation								ADVANCES IN ECOLOGICAL RESEARCH, VOL 40: HIGH-ARCTIC ECOSYSTEM DYNAMICS IN A CHANGING CLIMATE		Advances in Ecological Research		40				299	324		10.1016/S0065-2504(07)00013-X				2008	2008	The short summers of the High Arctic pose a strong time constraint on the annual cycle of all organisms in this region. Although arctic arthropods can complete their development at very low temperatures, the predicted climatic changes may shift their phenology outside its normal range. Hence, arctic arthropods may become exposed to conditions to which they are not adapted. On the basis of long-term data from several plots of pitfall and window traps at Zackenberg in high-arctic Northeast Greenland, we document that the timing of emergence is closely related to date of snowmelt in nine taxa of common surface-active and flying arthropods. Average air temperature seemed to play a lesser role, although the duration from snowmelt to the date when 50% of the individuals in the season were caught (date50) was negatively related to the average daily air temperature during the same time interval in three of the nine taxa. Since short-term weather fluctuations appeared to have a small effect on capture numbers in pitfall and window traps, we suggest that timing of snowmelt is a good predictor of the phenology of most arthropods in high-arctic Greenland. The spatial synchrony of capture numbers between individual traps within plots was high. However, among pairs of plots, the spatial synchrony varied between taxa and habitats and declined with distance, between plots for surface-dwelling taxa and with difference in timing of snowmelt for the most abundant families of Diptera (Muscidae and Chironomidae). Detritus feeders (collembolans, mites and most larvae of Diptera) and predators (spiders of the families Linyphiidae and Lycosidae) were abundant throughout the summer season. In contrast, the abundance of more specialized groups, like butterflies (e.g., Nymphalidae) and parasitoid wasps (e.g., Ichneumonidae), was restricted to a narrow seasonal time window in the warmest part of the summer. Because of their narrow phenological range and their host specialization, these taxa may be most vulnerable to trophic mismatch. Furthemore, snowmelt is predicted to become more variable, and this may affect organisms in areas of late snowmelt most severely.									75	1	0	0	71	0	78			0065-2504		978-0-12-373665-9	WOS:000256528000013		
J	MAELZER, DA								GROWTH AND VORACITY OF LARVAE OF LEIS-CONFORMIS (BOISD) (COLEOPTERA COCCINELLIDAE) FED ON ROSE APHID MACROSIPHUM-ROSAE (L) (HOMOPTERA APHIDIDAE) IN LABORATORY								AUSTRALIAN JOURNAL OF ZOOLOGY				26	2			293	304		10.1071/ZO9780293				1978	1978										7	0	0	0	6	0	7			0004-959X			WOS:A1978FF87800008		
J	Freire de Melo Ximenes, Maria De Fatima; Castellon, Eloy G.; De Souza, Maria De Fatima; Lara Menezes, Alexandre A.; Queiroz, Jose Wilton; Macedo E Silva, Virgnia Penellope; Jeronimo, Selma M. B.				Jeronimo, Selma/AAY-4033-2020; Jeronimo, Selma M.B./M-8672-2014	Jeronimo, Selma/0000-0002-4784-9904; Jeronimo, Selma M.B./0000-0002-4784-9904			Effect of abiotic factors on seasonal population dynamics of Lutzomyia longipalpis (Diptera : Psychodidae) in northeastern Brazil								JOURNAL OF MEDICAL ENTOMOLOGY				43	5			990	995						SEP 2006	2006	The resurgence of visceral leishmaniasis in Brazil increases the need for studies to elucidate the spatial and temporal dynamics of Lutzomyia longipalpis (Lutz & Neiva) (Diptera: Psychodidae), the vector of Leishmania infantum, the causative agent of visceral leishmaniasis in Brazil. Sand flies were captured in peridomestic habitats biweekly for 3 yr. Cross-correlation tests and spectral analysis were used to analyze the simultaneous and lag-time correlations between Lu. longipalpis population densities and abiotic factors of temperature, relative humidity, wind velocity, and rainfall. Distinct seasonal patterns were observed for males and females, with intervals of 6 mo between population peaks for males and 12 mo for females. Peak female population densities lagged 3 mo behind the maximum annual temperature. Female population density was negatively correlated with relative humidity. An increase in average wind velocity was followed by a decrease in the number of females for 2 wk. Understanding the relationship between the seasonal population dynamics of Lu. longipalpis and abiotic factors will contribute to the design of better control measures to decrease transmission of L. infantum and consequently the incidence of leishmaniasis.									32	0	0	0	24	9	35			0022-2585	1938-2928		WOS:000240605200031	17017238	
J	SNELLEN, RK; STEWART, KW								LIFE-CYCLE OF PERLESTA-PLACIDA (PLECOPTERA, PERLIDAE) IN AN INTERMITTENT STREAM IN NORTHERN TEXAS								ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA				72	5			659	666		10.1093/aesa/72.5.659				1979	1979										43	0	0	0	41	1	43			0013-8746			WOS:A1979HP29300019		
J	INOUE, H								STUDIES ON THE MODE OF FORAGING OF THE GREGARIOUS ASSASSIN BUG AGRIOSPHODRUS-DOHRNI SIGNORET								RESEARCHES ON POPULATION ECOLOGY				24	2			211	223		10.1007/BF02515572				1982	1982										8	0	0	0	8	0	8			0034-5466			WOS:A1982PZ71600001		
J	Zander, Axel; Bersier, Louis-Felix; Gray, Sarah M.				Bersier, Louis-Felix/G-8018-2011	Bersier, Louis-Felix/0000-0001-9552-8032; Gray, Sarah/0000-0002-4025-6487			Effects of temperature variability on community structure in a natural microbial food web								GLOBAL CHANGE BIOLOGY				23	1			56	67		10.1111/gcb.13374				JAN 2017	2017	Climate change research has demonstrated that changing temperatures will have an effect on community-level dynamics by altering species survival rates, shifting species distributions, and ultimately, creating mismatches in community interactions. However, most of this work has focused on increasing temperature, and still little is known about how the variation in temperature extremes will affect community dynamics. We used the model aquatic community held within the leaves of the carnivorous plant, Sarracenia purpurea, to test how food web dynamics will be affected by high temperature variation. We tested the community response of the first (bacterial density), second (protist diversity and composition), and third trophic level (predator mortality), and measured community respiration. We collected early and late successional stage inquiline communities from S. purpurea from two North American and two European sites with similar average July temperature. We then created a common garden experiment in which replicates of these communities underwent either high or normal daily temperature variation, with the average temperature equal among treatments. We found an impact of temperature variation on the first two, but not on the third trophic level. For bacteria in the high-variation treatment, density experienced an initial boost in growth but then decreased quickly through time. For protists in the high-variation treatment, alpha-diversity decreased faster than in the normal-variation treatment, beta-diversity increased only in the European sites, and protist community composition tended to diverge more in the late successional stage. The mortality of the predatory mosquito larvae was unaffected by temperature variation. Community respiration was lower in the high-variation treatment, indicating a lower ecosystem functioning. Our results highlight clear impacts of temperature variation. A more mechanistic understanding of the effects that temperature, and especially temperature variation, will have on community dynamics is still greatly needed.									11	0	0	0	10	0	11			1354-1013	1365-2486		WOS:000390218300006	27234703	
J	GORYSHIN, NI; SAULICH, AH; VOLKOVICH, TA; BORISENKO, IA; SIMONENKO, NP								THE EFFECT OF FOOD FACTOR ON THE DEVELOPMENT AND PHOTOPERIODIC REACTION OF THE CARNIVOROUS BUG PODISUS-MACULIVENTRIS (HEMIPTERA, PENTATOMIDAE)								ZOOLOGICHESKY ZHURNAL				67	9			1324	1332						SEP 1988	1988										3	0	2	0	4	0	5			0044-5134			WOS:A1988Q245800006		
J	Duarte Gómez, William; Zenner de Polanía, Ingeborg								TABLA DE VIDA DEL CUCARRÓN DEPREDADOR Eriopis connexa connexa (Germar) (COLEOPTERA: COCCINELLIDAE)	LIFE TABLE OF THE PREDATORY BEETLE Eriopis connexa connexa (Germar) (COLEOPTERA: COCCINELLIDAE)							Revista U.D.C.A Actualidad & Divulgación Científica				12	2			147	155						2009-12	2009	The knowledge of the demographic parameters of an insect population permits to determine the possibilities of its establishment and growth under specific environment. Furthermore, it provides key elements for the management of its artificial mass rearing. The purpose of this research was to build the life table of the predator Eriopis connexa under laboratory conditions. From a laboratory colony of the coccinellid, fed with the aphid Myzus persicae, a population was observed from egg to adult, under temperature conditions of 25.5°C, 63% relative humidity and a photoperiod of 12:12. The mortality of each stage and instar was recorded, as well as the proportion of adult females obtained, the number of eggs laid per female every fifth day, its fertility and the adult longevity. With these data the following population parameters were estimated: net reproduction rate of 16.07; generation time of 30.47 days; intrinsic natural growth rate of 0.072; finite multiplication rate of 1.08 and duplication time of 9.6 days. It was concluded that the population of E. connexa under the studied situations showed a high potential of establishment and growth, facilitating its use as biological control agent of arthropod pests when incorporated in agro-ecosystem and, furthermore, offers a good potential for its artificial rearing.	El conocimiento de los parámetros demográficos de una población de insectos permite determinar sus posibilidades para establecerse y crecer bajo ambientes específicos. Además, proporciona elementos clave para manejar sus crías artificialmente. El objetivo de ese trabajo fue construir una tabla de vida del cucarrón depredador Eriopis connexa, en condiciones de laboratorio. A partir de una cría de laboratorio de este cucarrón alimentado con el áfido Myzus persicae, se observó un fragmento de la población desde el estado de huevo hasta la muerte del estado adulto, en escenarios de 25,5°C de temperatura, humedad relativa de 60 a 70% y fotoperíodo de 12:12. Se registró la mortalidad para cada uno de los estados e instares, la proporción de hembras adultas, el número de huevos puestos por hembra cada cinco días y su fertilidad y la longevidad de los adultos. Con estos datos, se estimaron los siguientes parámetros de la población: tasa de reproducción neta, de 16,07; tiempo generacional, de 30,47 días; tasa intrínseca de crecimiento natural, de 0,072; tasa finita de multiplicación (λ), de 1,08 y tiempo de duplicación, de 9,6 días. Se concluyó que E. connexa, bajo las condiciones evaluadas, presentó un alto potencial de establecimiento y crecimiento, lo cual, puede facilitar su papel de controlador biológico de insectos plagas al incorporarse en un agro-ecosistema y, además, ofrece un buen potencial para su cría artificial.								3	0	0	0	4	1	5			0123-4226			SCIELO:S0123-42262009000200015		
J	TIGAR, BJ; OSBORNE, PE; KEY, GE; FLORES, ME; VAZQUEZ, M					Tigar, Barbara/0000-0001-6037-3544; Osborne, Patrick E./0000-0001-8919-5710			DISTRIBUTION AND ABUNDANCE OF PROSTEPHANUS-TRUNCATUS (COLEOPTERA, BOSTRICHIDAE) AND ITS PREDATOR TERETRIOSOMA-NIGRESCENS (COLEOPTERA, HISTERIDAE) IN MEXICO								BULLETIN OF ENTOMOLOGICAL RESEARCH				84	4			555	565		10.1017/S0007485300032818				DEC 1994	1994	Catches of Prostephanus truncatus (Hem) and Teretriosoma nigrescens Lewis from 205 pheromone trapping stations in Mexico were compared and related to climate and habitat. Prostephanus truncatus numbers differed between regions and over time with significant interaction between the two. An overall peak in captures occurred between August and November but this was not apparent in Veracruz and Chiapas. Catches of T. nigrescens also differed but effects were less distinct. The peak in P. truncatus catch was related to monthly rainfall and, with a time lag, minimum temperature in the drier, upland regions, but poorly matched in Chiapas and Veracruz. Prostephanus truncatus abundance was predicted from climatic and habitat data during the periods March to 3 July, and 31 July to November. A regression equation derived from temperature, humidity and rainfall, explained 82% of the variance in the P. truncatus catch in the later period. Local habitat made only a small addition to this model. The best correlate of T. nigrescens numbers was the catch of P. truncatus, but it was less abundant relative to P. truncatus as P. truncatus became more numerous and where annual r.h. was above 70%. Predicted abundance of P. truncatus from the regression model is compared with predictions from laboratory studies of reproductive potential under different climatic regimes. While laboratory studies predict high survival in hot, humid areas, the trap data showed higher catches in cooler, more temperate regions. Possible reasons for these differences and implications for the spread of P. truncatus in Africa are discussed.									14	0	0	0	12	2	17			0007-4853			WOS:A1994QU93300017		
J	Clarke, Andrew								Ecological stoichiometry in six species of Antarctic marine benthos								MARINE ECOLOGY PROGRESS SERIES				369				25	37		10.3354/meps07670				2008	2008	Elemental (C, N, P) composition was examined in 6 benthic marine invertebrates from Antarctica: 2 suspension feeders (the holothurian Heterocucumis steineni and the polychaete Thelepus cincinnatus), 1 epifaunal grazer (the limpet Nacella concinna), 1 deposit feeder (the polychaete Flabelligera mundata), 1 predator (the nemertean Parborlasia corrugatus) and an omnivore (the asteroid Odontaster validus). Correction for inorganic carbon was necessary only for O. validus, where skeletal carbonate produces a high mineral ash content. Elemental composition of tissue was 49 to 60 % C, 10 to 14 % N and 0.7 to 1.3 % P (all on an organic mass basis); these are all within the normal range of values for aquatic invertebrates. The most variable component was P, though variability was much lower than in stream insects. Stoichiometric molar ratios (C:P, C:N, N:P) were all typical of consumers, with a strong inverse relationship across species between %C and %N in tissue. Stoichiometry varied strongly between phyla, with less variation between species within phyla. There were also indications of variations in elemental composition (C:N ratio and %P) with feeding mode, but the limited range of taxa studied constrains this conclusion. Despite differences in nutrient status, the elemental composition of marine and freshwater benthos were, with the exception of insects, closely similar. Despite the very slow growth rates that characterise polar marine benthos, P contents were relatively high, suggesting that the predictions of the growth rate hypothesis are not upheld at low temperatures.									21	1	0	0	20	1	22			0171-8630	1616-1599		WOS:000260873400003		
J	Canhilal, R; Uygun, N; Carner, GR								Effects of temperature on development and reproduction of a predatory beetle, Nephus includens kirsch (Coleoptera : Coccinellidae)								JOURNAL OF AGRICULTURAL AND URBAN ENTOMOLOGY				18	2			117	125						APR 2001	2001	The effect of different temperatures on some biological properties of Nephus includens Kirsch (Coleoptera: Coccinellidae) was investigated. This species is one of the most important predators of Planococcus citri Risso (Homoptera: Pseudococcidae). The development time, mortality and fecundity were determined at constant temperatures of 15, 20, 25, 30, and 35 degreesC and at the variable temperatures, 25-35 degreesC (12 hours 25 degreesC, 12 hours 35 degreesC). Life tables were also constructed for 25, 30, 35, and 25-35 degreesC. The mortality was lower and the mean generation time was shorter at 30 degreesC than at all other temperatures except 35 degreesC. The intrinsic rate of increase was the highest at 30 degreesC (0.081), followed by 0.076 at 25-35 degreesC. The net reproductive rate was higher at 25-35 degreesC than at 30 degreesC. From biological data and population growth parameters calculated from the life tables, 30 degreesC and 25-35 degreesC were determined to be the most suitable temperatures for mass rearing of Nephus includens. However, mass rearing at a temperature as high as 35 degreesC could cause deterioration of sprouted potatoes on which the citrus mealybug is reared. Therefore, 30 degreesC would be better than 25-35 degreesC.									9	1	0	0	11	0	12			1523-5475			WOS:000172937700005		
J	Drummond, Francis; Ballman, Elissa; Collins, Judith					Drummond, Frank/0000-0003-4638-7397			Population Dynamics of Spotted Wing Drosophila (Drosophila suzukii (Matsumura)) in Maine Wild Blueberry (Vaccinium angustifolium Aiton)								INSECTS				10	7					205	10.3390/insects10070205				JUL 2019	2019	A long-term investigation of D. suzukii dynamics in wild blueberry fields from 2012-2018 demonstrates relative abundance is either still increasing or exhibiting periodicity seven years after the initial invasion. Relative abundance is determined by physiological date of first detection and air temperatures the previous winter. Date of first detection of flies does not determine date of fruit infestation. The level of fruit infestation is determined by year, fly pressure, and insecticide application frequency. Frequency of insecticide application is determined by production system. Non-crop wild fruit and predation influences fly pressure; increased wild fruit abundance results in increased fly pressure. Increased predation rate reduces fly pressure, but only at high abundance of flies, or when high levels of wild fruit are present along field edges. Male sex ratio might be declining over the seven years. Action thresholds were developed from samples of 92 fields from 2012-2017 that related cumulative adult male trap capture to the following week likelihood of fruit infestation. A two-parameter gamma density function describing this probability was used to develop a risk-based gradient action threshold system. The action thresholds were validated from 2016-2018 in 35 fields and were shown to work well in two of three years (2016 and 2017).									8	0	0	0	6	0	8			2075-4450			WOS:000478764600012	31337036	
